path,category,subsystem,bytes,sha256,lines,method,review_depth,declarations,markers
engine/litho/lokaid/src/daemon/tests/fixtures/session_start_result.json,"fixture: representative input/adversarial data, not production wiring",engine/litho/lokaid,141,04951a51a277ecc79bea2aef454930dd852acbaf9d2959ab7598407ad1de6e55,7,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/litho/lokaid/src/daemon/tests/harness.rs,"test: verifies selected behavior, not production reachability",engine/litho/lokaid,6393,543511108d805f00ad40198665f01b8f635f62583ebe3f4f99318ad4bf1143f1,196,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,12
engine/litho/lokaid/src/daemon/tests/inference.rs,"test: verifies selected behavior, not production reachability",engine/litho/lokaid,2289,e23cd70c3690bebb5f50743388bff937f09255d4d29537def6c223ccc057f11c,57,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,1,1
engine/litho/lokaid/src/daemon/tests/mod.rs,"test: verifies selected behavior, not production reachability",engine/litho/lokaid,146,6a15e537b634b7c60f2c87b0cef4632490121259b250ffe0bd5c493b7cccaa77,7,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,5,0
engine/litho/lokaid/src/daemon/tests/parity.rs,"test: verifies selected behavior, not production reachability",engine/litho/lokaid,9777,7e26a6257d962723dfa9569b31a2f41b1d4569ab542a79208ef49d7383d89b3b,293,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,10
engine/litho/lokaid/src/daemon/tests/protocol_golden.rs,"test: verifies selected behavior, not production reachability",engine/litho/lokaid,6208,97487200bb13887d19210c6e0fa7b0159a4c608a3e85238f17179a6f9054a708,159,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,0
engine/litho/lokaid/src/daemon/types.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/lokaid,1440,2c08cf91da4cf9ca59a781030c78553cbf21dc8e130f9d215ca4f5c87229eac2,46,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,5
engine/litho/lokaid/src/main.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/lokaid,6037,eb49ea0b6d38dfc4139d14b03949bda0a54eafdc56ff9521acf89efab9d565d8,159,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,5,9
engine/litho/lokaid/src/node.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/lokaid,302,df57ba9e2c70660f2d1b3c39bd4514833260d976ded8fcb760d98a980f7f895b,12,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,2
engine/litho/lokaid/src/supervise.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/lokaid,4965,feeda9c0233e1d15c6dab039f9c43d909ecae85da605a3edbfcc0e2650963372,160,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,13,4
engine/litho/tetonic-app/Cargo.toml,Cargo manifest: package/build/dependency configuration,engine/litho/tetonic-app,2350,61b48910c76e12f8858f0cc6be16afb0f8fd0766f43c1582dbee5d868ca379e6,58,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,0,0
engine/litho/tetonic-app/INFERENCE-SELECTION.md,documentation/instructions: content excluded from behavioral evidence,engine/litho/tetonic-app,6477,915fc56d6b96d7f5656de40a5f2be26e54c7fe3873dd6c6169fc2d25d6a297f9,136,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/litho/tetonic-app/README.md,documentation/instructions: content excluded from behavioral evidence,engine/litho/tetonic-app,3554,4f0e7c0d67ee528995750d2e496c923ac6ba2bff53a4681176472e17b8679fcd,59,hash/classification only,mechanical; see source-cited narrative for semantic tracing,0,0
engine/litho/tetonic-app/src/approval.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,14604,09b73770d4b90fad22450e9dd4b4a660e13bd9d72292784391211a34c9734fd4,420,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,27,7
engine/litho/tetonic-app/src/attempt_completion.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,3073,be4afeeec5b22c2d7cdff0119a42d10a021061c26cefcd9c6c350a4b4d8861ad,78,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,3
engine/litho/tetonic-app/src/aud01_characterization_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,17850,e6066e988cdefbc3c0dd76383f42a9e014aed8e0be31f5b8e8582d1bd240b1e7,499,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,28,14
engine/litho/tetonic-app/src/capacity_service.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,15512,f5b427f238bf2128fa5897e548693b5bade545105b97b80b0beb3d6ba1fe18a4,415,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,27,5
engine/litho/tetonic-app/src/cli_bootstrap.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,25317,c392120a56c115a257b7b32b050a0bc7cbb7dbbf6934ca53a2d4b9b79af02e49,679,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,17,22
engine/litho/tetonic-app/src/cli_estate.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,20935,54fbc49292b7908d377b9f09b4dee0f1d4b8b1452fc3c236b1562f4e6de61fee,537,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,21,12
engine/litho/tetonic-app/src/cli_facade.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,22161,82b20df32b32a2d3080a73b4635b11f22a2388e47f1c7a8b28b1d1f8c376aabe,627,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,26,1
engine/litho/tetonic-app/src/cli_index.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,11516,073a520ffd8ad81556d28ba315bafc1e10d0dfe8bf80d991e593d46fa999d994,329,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,19,2
engine/litho/tetonic-app/src/code01_build_agent_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,6297,735f09e432f0bf8a651e37585d8a9a3c4f60480bd96d0da6ed47e13ec1a7fd17,165,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,3
engine/litho/tetonic-app/src/coding_pack.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,3907,f53741dc0fe5e5df6341433bedd347ae8060ce2e7a25fde13c119e4da0debac1,126,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,19,0
engine/litho/tetonic-app/src/commands.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,13027,6b054c0edd78fc06150226234451f4b7dc0d94bb41e15467b439bea841e51f07,465,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,55,0
engine/litho/tetonic-app/src/compute_plane.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,16437,2eea37f1125c3ad2c1fc717640c589c41ddabf6fec459930ad44288a3f8ffc44,405,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,10,9
engine/litho/tetonic-app/src/daemon_bootstrap.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,13392,01e296aec4a9223dab6fc4740e31378ac9a664fbfe5432425cada02344c86e97,341,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,6,12
engine/litho/tetonic-app/src/definition.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,23291,ba6a4f80da5ec2024980c46469a37e3a9e0f2eb567f4239312efe5a8e62e28c5,627,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,38,0
engine/litho/tetonic-app/src/errors.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,1355,312cfefc1b9945104e775397293fda0ce4ec7d6ea81bfe5e6223eb6e8071fb6e,41,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,0
engine/litho/tetonic-app/src/estate_enrollment.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,7359,b328616e744ada9940edb08362d2c8033ccc62d6455f50754fdcab8fa8defff1,198,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,5,8
engine/litho/tetonic-app/src/events.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,13245,b30caa6fe9c09d0e80eedb3bef51f941845ce141c45d95d47cb191507c1d1eae,460,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,28,3
engine/litho/tetonic-app/src/execution_regression_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,9445,0f00b8a1fac4b02ca641d2528a85b1cca66e10fb4626dedb41fe55961a9ddef9,245,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,13,22
engine/litho/tetonic-app/src/fabric_run_bridge.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,6310,f4fd150c37662ae220ea631ed7b95814cb82463dbae821c693dbcd2ec90b8782,171,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,7,11
engine/litho/tetonic-app/src/fleet_api.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,18044,3cef6fe94e428b0b5b86b8e21f932b3b4f758729f39eb8aa26d83d16229fb56c,528,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,21,50
engine/litho/tetonic-app/src/identity_job.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,7203,50ec6317fdbcfaf1c9e5cb280f413a6123c359685586fa8ca002d602ded4b001,200,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,11
engine/litho/tetonic-app/src/inference_selection.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,24791,03d51263a002afedaf47ba2f9fa389a67bf64cdf3b81749274699f2979b72fc3,655,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,24,10
engine/litho/tetonic-app/src/inspect_api_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,5950,2c15a6d24b40af51a4443690818e2d1e79a2734b38cd325891c82689f2e85ec5,177,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,12
engine/litho/tetonic-app/src/lib.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,17311,ac6f81d0b3b88381b98e76e8049d7ce088254cdc2fac27b8c486785a24f945fb,454,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,60,11
engine/litho/tetonic-app/src/lib_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,17035,072fada254e12b2f3f885fec658c59bd8c996d9269421b15b415eef9413b078f,505,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,14,18
engine/litho/tetonic-app/src/lsp_launcher.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,4631,916ca2bfadef24542aad390a354fe1470ddc61be286637a843623e705132b153,134,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,9,8
engine/litho/tetonic-app/src/lsp_session.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,6642,987022dda4e23b7c10b746c87eb28d35fd604f5eca35c1bff3fc314f237d4120,196,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,1
engine/litho/tetonic-app/src/node_worker.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,8908,13eeb95e1d830cb963a7d51e9a22cbeae492ffc8ed7cafdc6037910992196e97,231,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,6,12
engine/litho/tetonic-app/src/operator_control.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,16286,5e58f64097db000cb3e3c94f765e8ad3878613d01d9df48238dc74361ebbd484,465,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,22,39
engine/litho/tetonic-app/src/product_submit.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,25704,635e6b38ca45df8d1b96edb190f2a11bda91c331a08db74237271e24d18e32ca,701,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,43,25
engine/litho/tetonic-app/src/r12_secret_override_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,1498,51b46cc5b986dd46cdf74eb47f63ff3e1157ba7f14faf19cfc7f7e5b5e1c95a0,42,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,1,2
engine/litho/tetonic-app/src/r4_3_scanner_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,3096,b77b87f9dfa5ba636c0c550fd694ec31f1d6c11ddcb09ceead12b04735e04786,107,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,4,0
engine/litho/tetonic-app/src/recovery_api.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,7045,a15591cf53e2257b2b53c4746b8eced263835ba691e673cf04be3d1c257ed157,186,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,6,17
engine/litho/tetonic-app/src/recovery_contract_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,8312,cca69176c7c5206efc0010a07b19cce8e0c75837b768826c9a630647d9e624e3,266,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,13
engine/litho/tetonic-app/src/redaction_audit.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,4232,866420522bcfa0931b802758a4a374e419dfcef4598ae78e455120808b841235,122,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,3
engine/litho/tetonic-app/src/resume.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,7599,ef67658b87ece8c2fb21aac624055f6990adf3ac8a1ab961148899020b3ee896,209,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,10,1
engine/litho/tetonic-app/src/run_service.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,22732,d96bea4253dc75de03aa9b042096727f90399c46a1e2ed0e194299cf0cd84db4,634,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,69,31
engine/litho/tetonic-app/src/run_service_hooks.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,2903,0ba8a2ec3a79f4f404196d3c840e70a024b785b764dc993b5f94d8701ffa25d9,77,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,5
engine/litho/tetonic-app/src/secret_scanner_factory.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,3182,3b69299b04e9133d8ef8a0ec035a1cbec1bd0ce11a3f0b6faa612bd21622cd10,79,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,0
engine/litho/tetonic-app/src/semantic_effect.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,7216,e7d5aa6d15a547b4f57bdb194dae8138af85b9acfb54a262f7c106c55a797b19,210,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,7,3
engine/litho/tetonic-app/src/services.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,32442,60662b396f8651c1117cc20b595bfb56bae5720bcb468aa65e6092d07653f286,848,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,50,14
engine/litho/tetonic-app/src/session_authority_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,19950,c1bd4a6c9c15bd2fae19a6c93e45d40d50ede917eafbfc69d238a24cafd35fe0,635,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,16,57
engine/litho/tetonic-app/src/session_control.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,1637,5bc8c870c5f70da05cf0a0009c1361d446daaa04952c267adfa4cd992806932b,39,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,2,5
engine/litho/tetonic-app/src/session_live.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,23040,ac0d023b514372d292dacf796597b0d7c9a4e4452986f812704f29126a17ff1f,695,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,58,18
engine/litho/tetonic-app/src/spawn_budget.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,2468,a9324e0ad89dd8e064a249f4725d502bed816d1f933ceadb865ef71e01d33f37,82,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,0
engine/litho/tetonic-app/src/store_audit.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,3719,4d259499d87a62328e2d500dfa18f31832361e43c0f8dd274fb5dcc6860ab318,138,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,12,0
engine/litho/tetonic-app/src/test_harness.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,4460,ee75a10bf566ac76c5c3ec65a1bd89c10696e479f86dc851b9431c01852e1beb,149,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,0
engine/litho/tetonic-app/src/thought_stream.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,7308,abd45ab4c0a90272c0e04aaefc877eaccb454fcfd425c00e85eb968ef8e4f352,210,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,14,17
engine/litho/tetonic-app/src/tui_mvp_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,22226,9d194abb9d064273e6c9ad727c91c15e27b9dde194e992aca994caadcf2b2e94,534,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,48
engine/litho/tetonic-app/src/turn_attestation.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,4396,3ceac9f53d5428e9363e3be8e4e9c96f2c791badcc6771968f7bdf786935b501,127,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,6
engine/litho/tetonic-app/src/turn_attestation_tests.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,12023,d77f71b6eeb461dcd5dc1663eb08f3f649c58a3f168bbd1e691c7f048be99ac9,358,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,11,42
engine/litho/tetonic-app/src/turn_delivery.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,5165,39eb959cb66c421225ca2fc2ff721b2cdf363a51bedb40b757372b65ded6a099,153,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,9,5
engine/litho/tetonic-app/src/turn_execution.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,53651,8b8caf3caa1dd0ce4a03da51812ce70c1962a64a6210e11d1e8d48baefb69981,1499,all lines scanned for declarations/imports/control/storage markers,selected implementation/call-path review with narrative source anchors; not every statement verified,42,23
engine/litho/tetonic-app/src/turn_finalization.rs,Rust source: whole-file lexical extraction; semantic review varies,engine/litho/tetonic-app,1263,fbc9547fff1c20d5b6a4ae8e8fab28ffe93160118a93dd422cc099ee54d1404f,38,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,1,1
engine/litho/tetonic-app/tests/approval_binding_regressions.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,4193,f17baafca8a947195f19dba187d0a1e25e0ce7c9a881dd61bd60b8537e0ba632,113,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,9,8
engine/litho/tetonic-app/tests/aud01_characterization.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,8049,2279f7028f256aae631c6bf2fd39d61c3c79f08c1f99ddb8c67cc1455994189a,233,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,14,10
engine/litho/tetonic-app/tests/cap01_capabilities.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,16446,e8763926a6d14e376ddccf02eb320b73512044f6a80c92d53090b8f849ef34ab,461,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,14,8
engine/litho/tetonic-app/tests/cli_assembly_parity.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,4518,626fc72eed3d7328988c054ad6be40c3771e972f74ad1fcb5a81fd9df7d7f0a3,118,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,3,3
engine/litho/tetonic-app/tests/code01_definition.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,6318,b8fe4e6166ca0fdda10ac30ab2d0dc335acea89a1a8ae65e3e77959ff4787340,190,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,0
engine/litho/tetonic-app/tests/code02_pins.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,5469,895420fa6d6047d18de53e3ba9ab692d29a43e94a6c5d99fe8b0c3f7a6c6f16f,170,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,19,1
engine/litho/tetonic-app/tests/code03_pins.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,11630,ca4f2823f58780d8e0646f41fe182c4be11077441730b798bc8c0b38eef70b7b,341,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,42,2
engine/litho/tetonic-app/tests/comp01_pins.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,10885,a9aa648659319a8770ab944fe8b13d737dd2daaf8a43deb6f7543bc04b47ad16,330,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,35,1
engine/litho/tetonic-app/tests/fin03_contracts.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,31681,081a486e7a855487585e6d3e6aa24b49127cbe2af7749ff19a3e936b73f0d282,932,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,31,67
engine/litho/tetonic-app/tests/gate01_pins.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,9057,ee817421a267c27ea1eeee4aac80ac3480ebc740430a420036604f5b70ca71a8,265,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,25,0
engine/litho/tetonic-app/tests/h2_3_spawn_budget.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,11945,e7a5dc32443c42bac43157df49248961b905b3c0bfe53c4996662cd0ff3aa217,371,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,18,10
engine/litho/tetonic-app/tests/iface02_approval.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,32384,373f145486a7eb1ced5a7d2d7b448966e33780ee596fccac3ca90bf67dca9a02,832,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,15,51
engine/litho/tetonic-app/tests/obs02_envelope.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,40129,e92d9fb15e53322dde4ca91b102ae9ecef36e48c01d35b1537097d373c82d4bd,1106,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,24,31
engine/litho/tetonic-app/tests/obs02_finalization.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,6188,5c5c6d04243da9305fc359a802b0a4b567498b52539e526081ebc961f70d209a,163,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,9,11
engine/litho/tetonic-app/tests/portal01_pins.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,17783,dfac6b9d0f0b5cecbd58b806b4813b036360400616f145f02ffd12929e7a813e,527,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,59,14
engine/litho/tetonic-app/tests/sub01_loop.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,16351,079e0002cccb78fc457fcb60d0a329164eb3948e284e6cfc0f81d531cecb4201,468,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,27,8
engine/litho/tetonic-app/tests/sub02_host.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,11325,f866640b2891226990f9dea0134010febb453934dd5f84b9828b97e191bd14dc,352,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,16,3
engine/litho/tetonic-app/tests/sub03_isolation.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,3231,f7c8e7e98ee98d4f8165cee2ea53b8fb01478c928ed6647dc3740711383f8a2b,96,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,1
engine/litho/tetonic-app/tests/sub04_compile.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,5505,a75a2105483df8071740b1ff90939f47009787fbabf69ba2d3abb3a6d1e1ca41,158,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,8,4
engine/litho/tetonic-app/tests/support/lifecycle_contract.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,8856,6ff6b7d0c4647cf77f56a0521675e53b0098609a8b38f600b597b1a4d4a7c38f,213,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,6,6
engine/litho/tetonic-app/tests/support/managed_failover.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,9262,e3efc3d49eade5742867022f1d069b8dbc869bc17f4730a8287d5481db24466f,249,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,10,9
engine/litho/tetonic-app/tests/v4_audit_corrections.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,50953,e87bcfdccf829476e1633d6b842ca9e0d0c57ef07f0634460bf465836b1e3af2,1326,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,31,61
engine/litho/tetonic-app/tests/v4_proof_09.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,10170,9c926b2c1f60584730658657c06db7684d15c0f18c863dc7bf0a153005a34940,309,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,7,31
engine/litho/tetonic-app/tests/work01_identity.rs,"test: verifies selected behavior, not production reachability",engine/litho/tetonic-app,15961,9309baece913dbe65c0fe3759e8193ad6c5751d1d70bb16a27b36d28411f8fa4,483,all lines scanned for declarations/imports/control/storage markers,mechanical; see source-cited narrative for semantic tracing,30,24
